Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN11944806_1391_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944722_1991_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11381953_1204_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.7	Bifidobacterium breve	89.800	95.15	Yes
SAMN15532701_168_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.2	Bifidobacterium breve	89.800	95.15	Yes
SAMN11944751_1822_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	96.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944629_690_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.2	Bifidobacterium longum	89.800	95.15	Yes
SAMN17735675_472_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	96.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944662_781_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.2	Bifidobacterium longum	89.800	95.15	Yes
SAMD00047604_86_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	96.8	Bifidobacterium breve	89.800	95.15	Yes
SAMN06368595_1166_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944997_1771_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN09736962_1239_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	98.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944947_1583_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN19731859_404_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN15533048_1893_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11945040_1223_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN02673452_981_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	158787.BSCA_1704	100.0	Bifidobacterium scardovii	89.800	95.15	Yes
SAMN10316497_185_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732113_579_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN16365392_329_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944916_2054_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944841_975_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN07958348_1298_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.3	Bifidobacterium longum	89.800	95.15	Yes
SAMN02603512_205_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	96.1	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732127_578_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN06368569_1538_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	96.5	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368599_1182_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.7	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944823_1022_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11945009_1361_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN15532617_186_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944687_1601_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.2	Bifidobacterium longum	89.800	95.15	Yes
SAMN06827097_1228_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.9	Bifidobacterium breve	89.800	95.15	Yes
SAMN02862992_1848_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN17315587_1068_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944827_1339_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732137_808_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN11944758_1582_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368642_1197_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.2	Bifidobacterium longum	89.800	95.15	Yes
SAMN19731850_384_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944836_1478_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN02436887_692_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.7	Bifidobacterium breve	89.800	95.15	Yes
SAMN13066474_786_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN03081482_1153_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN19732097_581_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN09734779_30_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	96.8	Bifidobacterium longum	89.800	95.15	Yes
SAMEA3138379_679_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.5	Bifidobacterium longum	89.800	95.15	Yes
SAMN15532765_1135_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.1	Bifidobacterium longum	89.800	95.15	Yes
SAMN02645004_121_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	1437610.BREU_1438	100.0	Bifidobacterium sp	89.800	95.15	Yes
SAMN11944911_110_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368584_1190_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	96.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368574_1301_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944810_1435_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN09734194_48_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944926_1621_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732147_578_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN06621718_573_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium breve	89.800	95.15	Yes
SAMN19732145_578_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN11944933_1627_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944973_1800_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732021_1014_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.9	Bifidobacterium longum	89.800	95.15	Yes
SAMEA5771496_981_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.1	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368625_1269_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	95.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN19732133_580_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN14390487_1257_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium longum	89.800	95.15	Yes
SAMN10316668_18_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN00100758_723_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN15533163_1463_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.5	Bifidobacterium breve	89.800	95.15	Yes
SAMN11944805_1224_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN06368638_1300_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.5	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944900_110_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN20131632_371_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	99.8	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944694_2022_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN07958354_1195_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMEA4838174_1614_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.9	Bifidobacterium longum	89.800	95.15	Yes
SAMN15532477_1335_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944656_1592_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	216816.GS08_06635	97.2	Bifidobacterium longum	89.800	95.15	Yes
SAMN11944765_1643_GH125	GH125	α-mannosidase	"GH125 - α-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	"Alpha-1,6-mannosidase (BlMan125-Mna125, Blon_0876, Bbr_1139)"	SAMN10662179_111_GH125	Experiment	PMID: 36443572	326426.Bbr_1139	97.0	Bifidobacterium longum	89.800	95.15	Yes
